x_model,y_model,angle_model,k1_model,k2_model,v1,v2,u0,v0,r0,x,y,angle,k1,k2,s1,s2,time
0.2210033821217866,0.2226830514215481,0.2622353088697543,-1.4264376095663671,3.7079533764070884,0.03799259796629396,0.0171895732768676,0.0,0.0,0.0,0.228,0.209,0.503000020980835,-12.0,-14.0,1,1,21:45:51
0.22009735843297656,0.22497544263528402,0.31849160903124063,0.4746198984062566,-1.2252294878088854,0.03794170691481372,0.018123515661419825,0.0,0.0,0.0,0.228,0.209,0.4729999899864197,-10.0,-13.0,1,1,21:45:51
0.22068961556909783,0.22532343310040456,0.28098917465963613,-1.1731799336303403,-0.32476237933295415,0.03780661768470814,0.018487037162557528,0.0,0.0,0.0,0.228,0.208,0.4729999899864197,-11.0,-13.0,1,1,21:45:51
0.22091132051672327,0.22276660197428932,0.28099095182269007,1.124994008515655,1.124994008515655,0.03735169658300568,0.017793876524701404,0.0,0.0,0.0,0.226,0.203,0.42399999499320984,-11.0,-9.0,1,1,21:45:51
0.21977680431257318,0.21744942223127775,0.2487420031568497,3.431236135599292,2.5679416383042675,0.036222933790957326,0.017655007953053553,0.0,0.0,0.0,0.226,0.2,0.45100000500679016,-7.0,-9.0,1,1,21:45:51
0.21929049775405074,0.21416335347540427,0.28249311371670593,5.10702065728576,1.6479406952067617,0.036327941907836274,0.017281485108997803,0.0,0.0,0.0,0.226,0.196,0.4659999907016754,-4.0,-7.0,1,1,21:45:51
0.21947896214818025,0.20912416554841326,0.2794939457685359,6.43721691405303,5.562034997430121,0.036174428555290156,0.015414211669429714,0.0,0.0,0.0,0.225,0.193,0.41999998688697815,-3.0,-3.0,1,1,21:45:51
0.21800090647742904,0.20667240631916928,0.31999631656587024,8.951086715272998,4.5605120091963105,0.036222025538090376,0.014749609006051963,0.0,0.0,0.0,0.225,0.19,0.48100000619888306,-1.0,-2.0,1,1,21:45:51
0.21852013329225858,0.20241167631728468,0.29599753339480783,9.643507535299209,6.113153412680717,0.035595274254711935,0.014391598418377427,0.0,0.0,0.0,0.224,0.187,0.44200000166893005,1.0,-3.0,1,1,21:45:51
0.21869748804776548,0.1998734716750907,0.22400094598314957,8.191739151423885,11.301662637083952,0.03313907271864723,0.01394301813806078,0.0,0.0,0.0,0.224,0.185,0.34200000762939453,2.0,1.0,1,1,21:45:51
0.2174186469528404,0.1957124595411324,0.2000028095229232,11.053176156712524,9.946189189084507,0.032277011021310684,0.013547319421805412,0.0,0.0,0.0,0.222,0.183,0.34700000286102295,2.0,5.0,1,1,21:45:51
0.21788919213343333,0.19475958124729,0.17225585418763922,10.156801651523406,14.5540438638859,0.028537364112219854,0.012749800499199153,0.0,0.0,0.0,0.222,0.183,0.3700000047683716,3.0,5.0,1,1,21:45:51
