,time stamp,LU1 x,LU1 y,LU1 th,LU2 x,LU2 y,LU2 th
0,22:19:56,127,52,91.93654,0,0,0.0
1,22:19:56,127,52,92.81344,130,289,89.76707
2,22:19:56,128,51,93.864006,130,288,87.1806
3,22:19:56,132,51,95.568665,131,289,88.08511
4,22:19:56,134,52,95.079384,130,288,90.78459
5,22:19:56,139,51,97.62221,130,288,89.80714
6,22:19:56,141,51,97.59952,132,286,89.66556
7,22:19:56,142,51,97.8069,132,286,89.71768
8,22:19:56,146,51,96.98887,0,0,0.0
9,22:19:56,148,51,97.24386,131,287,92.603294
10,22:19:57,151,51,100.03452,131,287,92.66711
11,22:19:57,155,51,99.9949,0,0,0.0
12,22:19:57,158,51,100.57348,0,0,0.0
13,22:19:57,160,51,100.672676,0,0,0.0
14,22:19:57,162,52,107.01107,130,287,93.4707
15,22:19:57,162,52,108.482025,0,0,0.0
16,22:19:57,165,52,105.94968,130,287,81.475
17,22:19:57,165,53,107.32536,131,287,78.58078
18,22:19:57,169,53,108.830666,131,286,95.288666
19,22:19:57,171,54,110.80266,131,286,95.288666
20,22:19:57,174,54,109.40134,131,286,83.9349
21,22:19:57,176,55,113.47633,132,285,96.551506
22,22:19:57,181,56,113.13869,131,286,96.35207
23,22:19:57,182,56,116.03761,0,0,0.0
24,22:19:57,186,57,115.81812,131,285,97.272606
25,22:19:57,188,57,116.454956,131,286,84.813995
26,22:19:57,192,58,117.31233,131,285,99.05029
27,22:19:57,194,59,118.14482,0,0,0.0
28,22:19:57,197,59,119.204704,131,285,98.89297
29,22:19:57,199,60,120.42274,131,285,99.66346
30,22:19:58,200,60,121.542046,131,285,100.05864
31,22:19:58,203,61,119.910805,131,285,100.114006
32,22:19:58,207,62,121.37617,131,285,99.639656
33,22:19:58,208,63,122.689926,0,0,0.0
34,22:19:58,214,63,121.98316,130,284,102.077095
35,22:19:58,213,64,125.7562,130,284,101.82465
36,22:19:58,218,65,123.59519,130,284,101.35101
37,22:19:58,218,66,125.318146,130,284,91.10814
38,22:19:58,221,68,127.49907,0,0,0.0
39,22:19:58,222,68,126.13314,130,285,84.01491
40,22:19:58,225,70,129.26999,130,284,104.145584
41,22:19:58,229,71,127.339035,130,284,104.76544
42,22:19:58,231,73,129.44,130,284,105.100555
43,22:19:58,233,74,134.01552,129,284,105.87761
44,22:19:58,234,75,131.3086,129,284,106.9898
45,22:19:58,239,77,131.55042,128,284,106.44327
46,22:19:58,241,78,138.90532,128,283,108.04173
47,22:19:58,243,79,135.61531,128,284,107.62065
48,22:19:58,244,81,138.4781,128,284,96.112625
49,22:19:58,245,82,139.35114,128,284,110.04455
50,22:19:58,248,83,139.75017,126,284,111.79069
51,22:19:59,249,85,139.7498,126,283,111.33624
52,22:19:59,251,86,140.34738,125,284,109.68847
53,22:19:59,254,87,139.90263,125,284,111.44814
54,22:19:59,255,89,142.22743,125,284,111.02871
55,22:19:59,260,92,143.23523,125,285,99.35557
56,22:19:59,260,93,146.40462,126,285,111.05681
57,22:19:59,263,95,144.37973,126,286,94.8179
58,22:19:59,264,97,148.16066,126,286,114.28462
59,22:19:59,267,98,146.75023,126,287,102.55108
60,22:19:59,268,100,147.90042,126,287,102.55108
61,22:19:59,271,103,147.29546,127,288,102.753494
62,22:19:59,272,104,148.95024,128,287,119.06929
63,22:19:59,274,105,150.1547,127,288,102.61171
64,22:19:59,276,108,151.1467,129,287,121.32235
65,22:19:59,278,109,152.04497,0,0,0.0
66,22:19:59,280,112,153.11452,127,289,116.34562
67,22:19:59,281,114,153.7133,127,289,106.185715
68,22:19:59,284,117,152.8926,0,0,0.0
69,22:19:59,286,118,153.42097,127,290,119.23998
70,22:19:59,287,121,156.97589,127,291,119.46385
71,22:20:00,288,122,157.30675,127,291,107.59482
72,22:20:00,290,124,159.91806,127,291,107.59482
73,22:20:00,291,125,159.09724,127,291,120.35758
74,22:20:00,295,130,158.46832,127,292,120.713165
75,22:20:00,296,132,159.50647,127,293,120.88885
76,22:20:00,298,133,161.05014,127,294,121.851364
77,22:20:00,299,135,161.36234,127,294,121.851364
78,22:20:00,300,137,162.2793,127,294,121.77104
79,22:20:00,301,139,163.21371,127,294,121.77104
80,22:20:00,303,142,165.20486,127,295,121.77695
81,22:20:00,304,144,165.19427,127,295,122.79655
82,22:20:00,305,145,167.19353,127,295,123.26228
83,22:20:00,306,148,168.20486,127,295,123.73579
84,22:20:00,307,150,168.1736,127,296,124.99803
85,22:20:00,306,151,166.83696,127,296,126.034805
86,22:20:00,309,155,172.7102,127,296,113.230286
87,22:20:00,0,0,0.0,0,0,0.0
88,22:20:00,311,160,172.6797,127,297,126.03332
89,22:20:00,313,163,177.27176,0,0,0.0
90,22:20:00,314,165,174.36548,126,298,112.99414
91,22:20:00,315,168,175.68391,126,299,126.71155
92,22:20:01,315,169,176.4346,126,300,126.152596
93,22:20:01,316,172,178.22383,0,0,0.0
94,22:20:01,0,0,0.0,125,300,129.30157
95,22:20:01,317,175,179.07594,0,0,0.0
96,22:20:01,319,180,177.98416,125,301,129.41783
97,22:20:01,320,182,-180.07513,125,302,130.65714
98,22:20:01,321,185,-178.62979,123,302,115.81347
99,22:20:01,321,187,-176.52023,123,302,115.81347
