,time stamp,LU1 x,LU1 y,LU1 th,LU2 x,LU2 y,LU2 th
0,22:08:05,119,104,91.662605,117,341,72.74321
1,22:08:05,119,103,92.45968,116,342,79.48168
2,22:08:05,120,103,97.23406,117,340,89.532295
3,22:08:05,122,102,95.04815,0,0,0.0
4,22:08:05,122,103,96.45908,0,0,0.0
5,22:08:05,123,102,98.56812,115,339,75.54972
6,22:08:05,123,101,98.36977,117,338,90.73334
7,22:08:05,126,102,100.483696,117,338,90.53928
8,22:08:05,126,102,100.27887,116,338,72.84313
9,22:08:06,126,102,95.03381,116,337,88.77268
10,22:08:06,127,102,98.951836,116,337,88.77268
11,22:08:06,128,102,100.2686,0,0,0.0
12,22:08:06,130,101,97.837585,0,0,0.0
13,22:08:06,129,102,100.26343,116,338,91.473434
14,22:08:06,130,102,100.258224,118,337,90.379364
15,22:08:06,131,102,98.911446,117,338,89.432526
16,22:08:06,133,103,99.60914,117,339,91.504776
17,22:08:06,134,103,94.54735,117,339,91.39213
18,22:08:06,136,104,92.677864,117,339,91.39213
19,22:08:06,137,103,102.32579,117,339,91.32626
20,22:08:06,138,104,100.239944,117,339,91.41725
21,22:08:06,139,103,101.897804,117,339,93.979866
22,22:08:06,140,103,101.89082,118,338,92.57919
23,22:08:06,143,103,100.73749,118,339,94.2402
24,22:08:06,144,104,104.0993,118,338,93.21097
25,22:08:06,145,104,103.060905,0,0,0.0
26,22:08:06,147,103,99.50375,0,0,0.0
27,22:08:06,147,103,103.09454,119,338,96.10383
28,22:08:06,147,104,96.667625,0,0,0.0
29,22:08:06,148,104,102.06408,0,0,0.0
30,22:08:07,149,104,104.45675,119,338,94.65309
31,22:08:07,150,104,102.969406,118,338,97.3104
32,22:08:07,151,104,102.96565,118,338,95.02836
33,22:08:07,153,105,104.89024,0,0,0.0
34,22:08:07,153,105,104.82531,0,0,0.0
35,22:08:07,155,105,105.11176,0,0,0.0
36,22:08:07,157,104,101.27865,0,0,0.0
37,22:08:07,158,104,103.03414,0,0,0.0
38,22:08:07,159,105,103.94012,119,337,97.80012
39,22:08:07,159,105,104.37185,119,338,98.3959
40,22:08:07,163,105,105.26343,118,338,97.97986
41,22:08:07,164,105,105.7977,118,338,97.67972
42,22:08:07,164,106,107.93674,0,0,0.0
43,22:08:07,166,107,107.476746,0,0,0.0
44,22:08:07,167,107,107.46423,0,0,0.0
45,22:08:07,170,106,107.02416,118,338,98.59515
46,22:08:07,170,107,107.33254,118,338,98.83029
47,22:08:07,170,107,108.13556,118,338,98.83029
48,22:08:07,172,108,109.70204,0,0,0.0
49,22:08:07,174,108,106.51134,0,0,0.0
50,22:08:07,177,107,109.3566,119,337,104.34137
51,22:08:08,177,109,109.9496,119,337,104.75901
52,22:08:08,179,109,110.52907,0,0,0.0
53,22:08:08,181,108,108.7596,118,337,103.10444
54,22:08:08,182,109,107.67363,117,337,87.323715
55,22:08:08,183,109,108.692825,117,337,101.53708
56,22:08:08,183,109,111.621315,0,0,0.0
57,22:08:08,185,110,112.83211,0,0,0.0
58,22:08:08,186,110,111.69514,119,336,106.11438
59,22:08:08,186,110,113.15777,117,337,87.10569
60,22:08:08,188,110,110.78463,119,336,106.94159
61,22:08:08,190,110,112.574005,119,336,107.37915
62,22:08:08,193,111,109.84565,117,337,104.68554
63,22:08:08,194,111,113.56855,117,337,104.2091
64,22:08:08,193,112,114.313965,117,337,104.08271
65,22:08:08,192,113,115.90009,0,0,0.0
66,22:08:08,191,113,115.90188,117,337,88.59374
67,22:08:08,194,113,117.11986,117,337,104.08271
68,22:08:08,197,113,114.335754,0,0,0.0
69,22:08:08,198,114,116.674545,117,337,104.68554
70,22:08:08,199,113,115.59215,117,337,104.68554
71,22:08:08,200,114,113.45935,117,337,104.68554
72,22:08:09,200,114,117.21819,118,337,105.57661
73,22:08:09,202,114,116.49855,118,337,105.57661
74,22:08:09,203,115,119.715126,118,337,106.710464
75,22:08:09,0,0,0.0,0,0,0.0
76,22:08:09,207,116,116.352776,118,337,91.9489
77,22:08:09,208,117,120.182945,118,337,91.9489
78,22:08:09,207,117,117.56409,118,337,107.80986
79,22:08:09,211,117,118.09336,118,337,105.95327
80,22:08:09,212,118,117.80483,119,337,106.87244
81,22:08:09,211,119,117.27097,119,337,106.86032
82,22:08:09,212,119,119.85154,120,336,110.34641
83,22:08:09,213,120,120.98602,119,337,106.86032
84,22:08:09,214,120,122.681206,121,336,112.189476
85,22:08:09,216,121,118.483185,119,338,108.69819
86,22:08:09,219,121,124.217,119,337,108.89914
87,22:08:09,219,122,122.54378,119,337,108.68672
88,22:08:09,219,122,123.992966,119,338,108.69819
89,22:08:09,219,124,120.07755,120,338,109.92877
90,22:08:09,225,124,120.74906,120,338,110.33074
91,22:08:09,225,125,122.90931,120,338,109.66493
92,22:08:10,228,126,128.3687,120,338,109.66106
93,22:08:10,229,126,122.9631,120,338,111.2472
94,22:08:10,228,127,124.26515,120,338,96.84243
95,22:08:10,0,0,0.0,120,338,109.784294
96,22:08:10,232,128,123.00883,120,339,95.83303
97,22:08:10,234,128,122.46249,121,339,112.100174
98,22:08:10,235,129,124.39219,121,338,112.985794
99,22:08:10,234,130,127.47059,121,338,112.985794
100,22:08:10,235,130,126.2942,121,338,112.985794
101,22:08:10,237,131,126.90836,121,338,110.499146
102,22:08:10,238,131,126.57072,121,339,96.36352
103,22:08:10,238,132,124.99518,121,339,96.36352
104,22:08:10,240,132,126.55512,122,339,113.02951
105,22:08:10,242,132,127.675255,122,339,113.200966
106,22:08:10,241,133,128.19627,122,339,113.02951
107,22:08:10,245,134,126.97573,122,339,113.553314
108,22:08:10,244,135,127.87798,122,339,96.732315
109,22:08:10,247,136,132.02211,122,339,99.605095
110,22:08:10,248,136,127.06345,122,339,99.605095
111,22:08:10,250,137,126.943886,122,340,101.31193
112,22:08:10,251,138,128.68494,122,340,101.31193
113,22:08:10,251,138,130.87541,122,340,115.33108
114,22:08:11,253,138,126.998856,123,340,116.19969
115,22:08:11,254,139,128.2893,123,340,115.77588
116,22:08:11,256,140,129.68373,123,340,116.78799
117,22:08:11,255,140,130.18439,123,340,116.78799
118,22:08:11,258,142,134.12334,0,0,0.0
119,22:08:11,259,142,129.39621,125,340,119.477165
120,22:08:11,261,143,129.68887,123,340,118.282585
121,22:08:11,261,143,130.6679,123,340,118.282585
122,22:08:11,261,144,135.1777,123,340,116.6214
123,22:08:11,263,145,131.19356,124,340,119.212006
124,22:08:11,262,145,133.31203,124,340,119.212006
125,22:08:11,263,146,131.37311,125,340,121.069916
126,22:08:11,264,147,136.21097,124,340,119.599434
127,22:08:11,265,147,134.60931,0,0,0.0
128,22:08:11,268,148,136.27551,124,341,119.06359
129,22:08:11,268,149,136.85323,124,341,119.06359
130,22:08:11,268,150,139.1107,124,341,119.06359
131,22:08:11,270,151,137.66696,0,0,0.0
