time,temperature,k1,k2,curve
22:14:55,44.38,-1.0,1.0,"[[633, 674], [632, 675], [631, 675], [630, 675], [629, 675], [628, 675], [627, 675], [626, 675], [625, 675], [624, 675], [623, 675], [622, 675], [621, 675], [620, 675], [619, 675], [618, 675], [617, 675], [616, 675], [615, 675], [614, 675], [613, 675], [612, 675], [611, 675], [610, 675], [609, 675], [608, 675], [607, 675], [606, 676], [605, 675], [604, 675], [603, 676], [602, 675], [601, 675], [600, 676], [599, 676], [598, 675], [597, 676], [596, 676], [595, 676], [594, 676], [593, 676], [592, 676], [591, 676], [590, 676], [589, 676], [588, 676], [587, 676], [586, 676], [585, 676], [584, 677], [583, 677], [582, 677], [581, 676], [580, 677], [579, 677], [578, 677], [577, 676], [576, 677], [575, 677], [574, 677], [573, 677], [572, 677], [571, 677], [570, 677], [569, 677], [568, 677], [567, 677], [566, 677], [565, 677], [564, 677], [563, 678], [562, 678], [561, 677], [560, 677], [559, 677], [558, 678], [557, 677], [556, 677], [555, 677], [554, 678], [553, 678], [552, 678], [551, 678], [550, 678], [549, 678], [548, 678], [547, 678], [546, 678], [545, 678], [544, 678], [543, 678], [542, 678], [541, 678], [540, 678], [539, 678], [538, 678], [537, 678], [536, 678], [535, 678], [534, 678], [533, 678], [532, 678], [531, 678], [530, 679], [529, 679], [528, 679], [527, 678], [526, 678], [525, 679], [524, 679], [523, 679], [522, 679], [521, 679], [520, 679], [519, 679], [518, 679], [517, 679], [516, 679], [515, 679], [514, 679], [513, 679], [512, 680], [511, 680], [510, 680], [509, 680], [508, 680], [507, 680], [506, 680], [505, 680], [504, 680], [503, 680], [502, 680], [501, 680], [500, 680], [499, 680], [498, 680], [497, 680], [496, 681], [495, 681], [494, 681], [493, 681], [492, 681], [491, 681], [490, 681], [489, 681], [488, 681], [487, 681], [486, 681], [485, 681], [484, 681], [483, 681], [482, 681], [481, 681], [480, 681], [479, 682], [478, 682], [477, 682], [476, 682], [477, 682], [478, 682], [479, 682], [480, 681], [481, 681], [482, 681], [483, 681], [484, 681], [485, 681], [486, 681], [487, 681], [488, 681], [489, 681], [490, 681], [491, 681], [492, 681], [493, 681], [494, 681], [495, 681], [496, 681], [497, 680], [498, 680], [499, 680], [500, 680], [501, 680], [502, 680], [503, 680], [504, 680], [505, 680], [506, 680], [507, 680], [508, 680], [509, 680], [510, 680], [511, 680], [512, 680], [513, 679], [514, 679], [515, 679], [516, 679], [517, 679], [518, 679], [519, 679], [520, 679], [521, 679], [522, 679], [523, 679], [524, 679], [525, 679], [526, 678], [527, 678], [528, 679], [529, 679], [530, 679], [531, 678], [532, 678], [533, 678], [534, 678], [535, 678], [536, 678], [537, 678], [538, 678], [539, 678], [540, 678], [541, 678], [542, 678], [543, 678], [544, 678], [545, 678], [546, 678], [547, 678], [548, 678], [549, 678], [550, 678], [551, 678], [552, 678], [553, 678], [554, 678], [555, 677], [556, 677], [557, 677], [558, 678], [559, 677], [560, 677], [561, 677], [562, 678], [563, 678], [564, 677], [565, 677], [566, 677], [567, 677], [568, 677], [569, 677], [570, 677], [571, 677], [572, 677], [573, 677], [574, 677], [575, 677], [576, 677], [577, 676], [578, 677], [579, 677], [580, 677], [581, 676], [582, 677], [583, 677], [584, 677], [585, 676], [586, 676], [587, 676], [588, 676], [589, 676], [590, 676], [591, 676], [592, 676], [593, 676], [594, 676], [595, 676], [596, 676], [597, 676], [598, 675], [599, 676], [600, 676], [601, 675], [602, 675], [603, 676], [604, 675], [605, 675], [606, 676], [607, 675], [608, 675], [609, 675], [610, 675], [611, 675], [612, 675], [613, 675], [614, 675], [615, 675], [616, 675], [617, 675], [618, 675], [619, 675], [620, 675], [621, 675], [622, 675], [623, 675], [624, 675], [625, 675], [626, 675], [627, 675], [628, 675], [629, 675], [630, 675], [631, 675], [632, 675], [633, 674], [634, 675], [635, 674], [636, 675], [637, 675], [638, 674], [639, 675], [640, 674], [641, 674], [642, 674], [643, 674], [644, 674], [645, 674], [646, 674], [647, 674], [648, 674], [649, 674], [650, 674], [651, 674], [652, 674], [653, 674], [654, 674], [655, 674], [656, 674], [657, 674], [658, 674], [659, 674], [658, 674], [657, 674], [656, 674], [655, 674], [654, 674], [653, 674], [652, 674], [651, 674], [650, 674], [649, 674], [648, 674], [647, 674], [646, 674], [645, 674], [644, 674], [643, 674], [642, 674], [641, 674], [640, 674], [639, 675], [638, 674], [637, 675], [636, 675], [635, 674], [634, 675]]"
22:14:58,77.02999999999997,-6.0,1.0,"[[632, 674], [631, 675], [630, 675], [629, 675], [628, 675], [627, 675], [626, 675], [625, 675], [624, 675], [623, 675], [622, 675], [621, 675], [620, 675], [619, 675], [618, 675], [617, 675], [616, 675], [615, 675], [614, 675], [613, 675], [612, 676], [611, 676], [610, 676], [609, 676], [608, 676], [607, 676], [606, 676], [605, 676], [604, 676], [603, 676], [602, 676], [601, 676], [600, 676], [599, 676], [598, 676], [597, 676], [596, 676], [595, 676], [594, 676], [593, 676], [592, 676], [591, 677], [590, 677], [589, 676], [588, 676], [587, 676], [586, 677], [585, 677], [584, 677], [583, 677], [582, 677], [581, 677], [580, 677], [579, 677], [578, 677], [577, 677], [576, 677], [575, 677], [574, 677], [573, 677], [572, 677], [571, 677], [570, 677], [569, 677], [568, 677], [567, 677], [566, 677], [565, 677], [564, 677], [563, 677], [562, 678], [561, 677], [560, 678], [559, 678], [558, 677], [557, 678], [556, 677], [555, 677], [554, 678], [553, 678], [552, 677], [551, 677], [550, 678], [549, 678], [548, 678], [547, 678], [546, 678], [545, 678], [544, 678], [543, 678], [542, 678], [541, 678], [540, 678], [539, 678], [538, 678], [537, 678], [536, 678], [535, 679], [534, 679], [533, 679], [532, 679], [531, 679], [530, 679], [529, 679], [528, 679], [527, 679], [526, 679], [525, 679], [524, 679], [523, 679], [522, 679], [521, 679], [520, 679], [519, 679], [518, 679], [517, 679], [516, 679], [515, 680], [514, 679], [513, 680], [512, 680], [511, 680], [510, 680], [509, 680], [508, 680], [507, 680], [506, 680], [505, 680], [504, 680], [503, 680], [502, 680], [501, 680], [500, 680], [499, 680], [498, 680], [497, 680], [496, 681], [495, 681], [494, 681], [493, 681], [492, 681], [491, 681], [490, 681], [491, 681], [492, 681], [493, 681], [494, 681], [495, 681], [496, 681], [497, 680], [498, 680], [499, 680], [500, 680], [501, 680], [502, 680], [503, 680], [504, 680], [505, 680], [506, 680], [507, 680], [508, 680], [509, 680], [510, 680], [511, 680], [512, 680], [513, 680], [514, 679], [515, 680], [516, 679], [517, 679], [518, 679], [519, 679], [520, 679], [521, 679], [522, 679], [523, 679], [524, 679], [525, 679], [526, 679], [527, 679], [528, 679], [529, 679], [530, 679], [531, 679], [532, 679], [533, 679], [534, 679], [535, 679], [536, 678], [537, 678], [538, 678], [539, 678], [540, 678], [541, 678], [542, 678], [543, 678], [544, 678], [545, 678], [546, 678], [547, 678], [548, 678], [549, 678], [550, 678], [551, 677], [552, 677], [553, 678], [554, 678], [555, 677], [556, 677], [557, 678], [558, 677], [559, 678], [560, 678], [561, 677], [562, 678], [563, 677], [564, 677], [565, 677], [566, 677], [567, 677], [568, 677], [569, 677], [570, 677], [571, 677], [572, 677], [573, 677], [574, 677], [575, 677], [576, 677], [577, 677], [578, 677], [579, 677], [580, 677], [581, 677], [582, 677], [583, 677], [584, 677], [585, 677], [586, 677], [587, 676], [588, 676], [589, 676], [590, 677], [591, 677], [592, 676], [593, 676], [594, 676], [595, 676], [596, 676], [597, 676], [598, 676], [599, 676], [600, 676], [601, 676], [602, 676], [603, 676], [604, 676], [605, 676], [606, 676], [607, 676], [608, 676], [609, 676], [610, 676], [611, 676], [612, 676], [613, 675], [614, 675], [615, 675], [616, 675], [617, 675], [618, 675], [619, 675], [620, 675], [621, 675], [622, 675], [623, 675], [624, 675], [625, 675], [626, 675], [627, 675], [628, 675], [629, 675], [630, 675], [631, 675], [632, 674], [633, 674], [634, 675], [635, 675], [636, 675], [637, 674], [638, 675], [639, 674], [640, 674], [641, 674], [642, 674], [643, 674], [644, 674], [645, 674], [646, 674], [647, 674], [648, 674], [649, 674], [650, 674], [651, 674], [652, 674], [653, 674], [652, 674], [651, 674], [650, 674], [649, 674], [648, 674], [647, 674], [646, 674], [645, 674], [644, 674], [643, 674], [642, 674], [641, 674], [640, 674], [639, 674], [638, 675], [637, 674], [636, 675], [635, 675], [634, 675], [633, 674]]"
22:14:59,85.60000000000002,-11.0,2.0,"[[649, 674], [648, 675], [647, 675], [646, 675], [645, 675], [644, 675], [643, 675], [642, 675], [641, 675], [640, 675], [639, 675], [638, 676], [637, 675], [636, 676], [635, 676], [634, 676], [633, 676], [632, 676], [631, 676], [630, 676], [629, 676], [628, 676], [627, 676], [626, 676], [625, 676], [624, 677], [623, 677], [622, 677], [621, 677], [620, 677], [619, 677], [618, 677], [617, 678], [616, 678], [615, 678], [614, 678], [613, 678], [612, 678], [611, 678], [610, 678], [609, 678], [608, 678], [607, 678], [606, 678], [605, 678], [604, 678], [603, 678], [602, 678], [601, 678], [600, 679], [599, 678], [598, 679], [597, 679], [596, 679], [595, 679], [594, 679], [593, 679], [592, 679], [591, 680], [590, 680], [589, 680], [588, 680], [587, 680], [586, 680], [585, 680], [584, 680], [583, 680], [582, 680], [581, 681], [580, 681], [579, 681], [578, 681], [577, 681], [576, 681], [575, 681], [574, 681], [573, 682], [572, 682], [571, 682], [570, 682], [569, 682], [568, 682], [567, 682], [566, 683], [565, 683], [564, 683], [563, 683], [562, 683], [561, 683], [560, 683], [559, 684], [558, 684], [557, 684], [556, 684], [555, 684], [554, 684], [553, 684], [552, 685], [551, 685], [550, 685], [549, 685], [548, 685], [547, 686], [546, 686], [545, 686], [544, 686], [543, 686], [542, 686], [541, 687], [540, 687], [539, 687], [538, 687], [537, 687], [536, 688], [535, 688], [534, 688], [533, 688], [532, 688], [531, 689], [530, 689], [529, 689], [528, 689], [527, 689], [526, 690], [525, 690], [524, 690], [523, 690], [522, 691], [521, 691], [520, 691], [519, 692], [518, 692], [517, 692], [516, 692], [515, 692], [514, 693], [513, 693], [512, 693], [511, 693], [510, 694], [509, 694], [508, 694], [507, 694], [506, 694], [505, 695], [504, 695], [503, 695], [502, 695], [501, 695], [500, 696], [499, 696], [498, 696], [499, 696], [500, 696], [501, 695], [502, 695], [503, 695], [504, 695], [505, 695], [506, 694], [507, 694], [508, 694], [509, 694], [510, 694], [511, 693], [512, 693], [513, 693], [514, 693], [515, 692], [516, 692], [517, 692], [518, 692], [519, 692], [520, 691], [521, 691], [522, 691], [523, 690], [524, 690], [525, 690], [526, 690], [527, 689], [528, 689], [529, 689], [530, 689], [531, 689], [532, 688], [533, 688], [534, 688], [535, 688], [536, 688], [537, 687], [538, 687], [539, 687], [540, 687], [541, 687], [542, 686], [543, 686], [544, 686], [545, 686], [546, 686], [547, 686], [548, 685], [549, 685], [550, 685], [551, 685], [552, 685], [553, 684], [554, 684], [555, 684], [556, 684], [557, 684], [558, 684], [559, 684], [560, 683], [561, 683], [562, 683], [563, 683], [564, 683], [565, 683], [566, 683], [567, 682], [568, 682], [569, 682], [570, 682], [571, 682], [572, 682], [573, 682], [574, 681], [575, 681], [576, 681], [577, 681], [578, 681], [579, 681], [580, 681], [581, 681], [582, 680], [583, 680], [584, 680], [585, 680], [586, 680], [587, 680], [588, 680], [589, 680], [590, 680], [591, 680], [592, 679], [593, 679], [594, 679], [595, 679], [596, 679], [597, 679], [598, 679], [599, 678], [600, 679], [601, 678], [602, 678], [603, 678], [604, 678], [605, 678], [606, 678], [607, 678], [608, 678], [609, 678], [610, 678], [611, 678], [612, 678], [613, 678], [614, 678], [615, 678], [616, 678], [617, 678], [618, 677], [619, 677], [620, 677], [621, 677], [622, 677], [623, 677], [624, 677], [625, 676], [626, 676], [627, 676], [628, 676], [629, 676], [630, 676], [631, 676], [632, 676], [633, 676], [634, 676], [635, 676], [636, 676], [637, 675], [638, 676], [639, 675], [640, 675], [641, 675], [642, 675], [643, 675], [644, 675], [645, 675], [646, 675], [647, 675], [648, 675], [649, 674], [650, 674], [651, 674], [652, 674], [651, 674], [650, 674]]"
22:15:01,86.70999999999998,-15.0,2.0,"[[643, 678], [642, 679], [641, 679], [640, 679], [639, 679], [638, 679], [637, 679], [636, 680], [635, 680], [634, 680], [633, 680], [632, 680], [631, 680], [630, 681], [629, 681], [628, 681], [627, 681], [626, 681], [625, 681], [624, 681], [623, 681], [622, 681], [621, 682], [620, 682], [619, 682], [618, 682], [617, 682], [616, 682], [615, 682], [614, 683], [613, 683], [612, 683], [611, 683], [610, 683], [609, 684], [608, 684], [607, 684], [606, 684], [605, 684], [604, 685], [603, 685], [602, 685], [601, 685], [600, 685], [599, 686], [598, 686], [597, 686], [596, 686], [595, 686], [594, 687], [593, 687], [592, 687], [591, 687], [590, 688], [589, 688], [588, 688], [587, 688], [586, 689], [585, 689], [584, 689], [583, 689], [582, 690], [581, 690], [580, 690], [579, 691], [578, 691], [577, 691], [576, 691], [575, 692], [574, 692], [573, 692], [572, 692], [571, 692], [570, 693], [569, 693], [568, 693], [567, 694], [566, 694], [565, 694], [564, 695], [563, 695], [562, 695], [561, 695], [560, 695], [559, 696], [558, 696], [557, 696], [556, 696], [555, 697], [554, 697], [553, 697], [552, 697], [551, 698], [550, 698], [549, 698], [548, 699], [547, 699], [546, 699], [545, 699], [544, 700], [543, 700], [542, 700], [541, 700], [540, 701], [539, 701], [538, 701], [537, 701], [536, 702], [535, 702], [534, 703], [533, 703], [532, 703], [531, 703], [530, 704], [529, 704], [528, 704], [527, 705], [526, 705], [525, 706], [524, 706], [523, 706], [522, 707], [521, 707], [520, 707], [519, 708], [518, 708], [517, 709], [516, 709], [515, 709], [514, 710], [513, 710], [512, 711], [511, 711], [510, 711], [509, 712], [508, 712], [507, 712], [506, 713], [505, 713], [504, 713], [503, 714], [502, 714], [501, 714], [500, 715], [501, 714], [502, 714], [503, 714], [504, 713], [505, 713], [506, 713], [507, 712], [508, 712], [509, 712], [510, 711], [511, 711], [512, 711], [513, 710], [514, 710], [515, 709], [516, 709], [517, 709], [518, 708], [519, 708], [520, 707], [521, 707], [522, 707], [523, 706], [524, 706], [525, 706], [526, 705], [527, 705], [528, 704], [529, 704], [530, 704], [531, 703], [532, 703], [533, 703], [534, 703], [535, 702], [536, 702], [537, 701], [538, 701], [539, 701], [540, 701], [541, 700], [542, 700], [543, 700], [544, 700], [545, 699], [546, 699], [547, 699], [548, 699], [549, 698], [550, 698], [551, 698], [552, 697], [553, 697], [554, 697], [555, 697], [556, 696], [557, 696], [558, 696], [559, 696], [560, 695], [561, 695], [562, 695], [563, 695], [564, 695], [565, 694], [566, 694], [567, 694], [568, 693], [569, 693], [570, 693], [571, 692], [572, 692], [573, 692], [574, 692], [575, 692], [576, 691], [577, 691], [578, 691], [579, 691], [580, 690], [581, 690], [582, 690], [583, 689], [584, 689], [585, 689], [586, 689], [587, 688], [588, 688], [589, 688], [590, 688], [591, 687], [592, 687], [593, 687], [594, 687], [595, 686], [596, 686], [597, 686], [598, 686], [599, 686], [600, 685], [601, 685], [602, 685], [603, 685], [604, 685], [605, 684], [606, 684], [607, 684], [608, 684], [609, 684], [610, 683], [611, 683], [612, 683], [613, 683], [614, 683], [615, 682], [616, 682], [617, 682], [618, 682], [619, 682], [620, 682], [621, 682], [622, 681], [623, 681], [624, 681], [625, 681], [626, 681], [627, 681], [628, 681], [629, 681], [630, 681], [631, 680], [632, 680], [633, 680], [634, 680], [635, 680], [636, 680], [637, 679], [638, 679], [639, 679], [640, 679], [641, 679], [642, 679], [643, 678], [644, 678], [645, 678], [646, 678], [647, 678], [648, 678], [649, 678], [650, 678], [651, 678], [652, 678], [651, 678], [650, 678], [649, 678], [648, 678], [647, 678], [646, 678], [645, 678], [644, 678]]"
22:15:02,86.87,-19.0,2.0,"[[647, 680], [646, 681], [645, 681], [644, 681], [643, 681], [642, 681], [641, 681], [640, 681], [639, 681], [638, 682], [637, 682], [636, 682], [635, 682], [634, 682], [633, 683], [632, 683], [631, 683], [630, 683], [629, 684], [628, 684], [627, 684], [626, 684], [625, 685], [624, 685], [623, 685], [622, 686], [621, 686], [620, 686], [619, 686], [618, 687], [617, 687], [616, 687], [615, 687], [614, 687], [613, 688], [612, 688], [611, 688], [610, 689], [609, 689], [608, 689], [607, 690], [606, 690], [605, 690], [604, 691], [603, 691], [602, 691], [601, 692], [600, 692], [599, 692], [598, 693], [597, 693], [596, 693], [595, 694], [594, 694], [593, 694], [592, 694], [591, 695], [590, 695], [589, 696], [588, 696], [587, 696], [586, 696], [585, 697], [584, 697], [583, 698], [582, 698], [581, 698], [580, 699], [579, 699], [578, 699], [577, 700], [576, 700], [575, 700], [574, 701], [573, 701], [572, 701], [571, 702], [570, 702], [569, 702], [568, 703], [567, 703], [566, 703], [565, 704], [564, 704], [563, 705], [562, 705], [561, 706], [560, 706], [559, 706], [558, 707], [557, 707], [556, 708], [555, 708], [554, 709], [553, 709], [552, 710], [551, 710], [550, 710], [549, 711], [548, 711], [547, 712], [546, 712], [545, 712], [544, 713], [543, 713], [542, 714], [541, 714], [540, 715], [539, 715], [538, 716], [537, 717], [536, 717], [535, 718], [534, 718], [533, 719], [532, 719], [531, 720], [530, 721], [529, 721], [528, 721], [527, 722], [526, 723], [525, 723], [524, 724], [523, 724], [522, 725], [521, 725], [520, 726], [519, 727], [518, 727], [517, 728], [516, 729], [515, 729], [514, 730], [513, 730], [512, 731], [511, 731], [510, 732], [509, 733], [508, 733], [507, 734], [506, 734], [505, 735], [504, 735], [503, 736], [502, 736], [501, 737], [502, 736], [503, 736], [504, 735], [505, 735], [506, 734], [507, 734], [508, 733], [509, 733], [510, 732], [511, 731], [512, 731], [513, 730], [514, 730], [515, 729], [516, 729], [517, 728], [518, 727], [519, 727], [520, 726], [521, 725], [522, 725], [523, 724], [524, 724], [525, 723], [526, 723], [527, 722], [528, 721], [529, 721], [530, 721], [531, 720], [532, 719], [533, 719], [534, 718], [535, 718], [536, 717], [537, 717], [538, 716], [539, 715], [540, 715], [541, 714], [542, 714], [543, 713], [544, 713], [545, 712], [546, 712], [547, 712], [548, 711], [549, 711], [550, 710], [551, 710], [552, 710], [553, 709], [554, 709], [555, 708], [556, 708], [557, 707], [558, 707], [559, 706], [560, 706], [561, 706], [562, 705], [563, 705], [564, 704], [565, 704], [566, 703], [567, 703], [568, 703], [569, 702], [570, 702], [571, 702], [572, 701], [573, 701], [574, 701], [575, 700], [576, 700], [577, 700], [578, 699], [579, 699], [580, 699], [581, 698], [582, 698], [583, 698], [584, 697], [585, 697], [586, 696], [587, 696], [588, 696], [589, 696], [590, 695], [591, 695], [592, 694], [593, 694], [594, 694], [595, 694], [596, 693], [597, 693], [598, 693], [599, 692], [600, 692], [601, 692], [602, 691], [603, 691], [604, 691], [605, 690], [606, 690], [607, 690], [608, 689], [609, 689], [610, 689], [611, 688], [612, 688], [613, 688], [614, 687], [615, 687], [616, 687], [617, 687], [618, 687], [619, 686], [620, 686], [621, 686], [622, 686], [623, 685], [624, 685], [625, 685], [626, 684], [627, 684], [628, 684], [629, 684], [630, 683], [631, 683], [632, 683], [633, 683], [634, 682], [635, 682], [636, 682], [637, 682], [638, 682], [639, 681], [640, 681], [641, 681], [642, 681], [643, 681], [644, 681], [645, 681], [646, 681], [647, 680], [648, 680], [649, 680], [650, 680], [651, 680], [652, 680], [651, 680], [650, 680], [649, 680], [648, 680]]"
22:15:04,85.20999999999998,-25.0,1.0,"[[649, 680], [648, 681], [647, 681], [646, 681], [645, 681], [644, 682], [643, 682], [642, 682], [641, 682], [640, 682], [639, 683], [638, 683], [637, 683], [636, 683], [635, 684], [634, 684], [633, 684], [632, 685], [631, 685], [630, 685], [629, 686], [628, 686], [627, 686], [626, 686], [625, 687], [624, 687], [623, 687], [622, 688], [621, 688], [620, 688], [619, 689], [618, 689], [617, 689], [616, 690], [615, 690], [614, 690], [613, 690], [612, 691], [611, 691], [610, 691], [609, 692], [608, 692], [607, 693], [606, 693], [605, 693], [604, 694], [603, 694], [602, 694], [601, 695], [600, 695], [599, 696], [598, 696], [597, 697], [596, 697], [595, 698], [594, 698], [593, 698], [592, 699], [591, 699], [590, 700], [589, 700], [588, 701], [587, 701], [586, 701], [585, 702], [584, 702], [583, 703], [582, 704], [581, 704], [580, 705], [579, 705], [578, 706], [577, 706], [576, 707], [575, 707], [574, 708], [573, 708], [572, 709], [571, 709], [570, 709], [569, 710], [568, 711], [567, 711], [566, 711], [565, 712], [564, 712], [563, 713], [562, 714], [561, 714], [560, 715], [559, 715], [558, 716], [557, 717], [556, 718], [555, 719], [554, 719], [553, 720], [552, 721], [551, 721], [550, 722], [549, 723], [548, 723], [547, 724], [546, 725], [545, 725], [544, 726], [543, 727], [542, 727], [541, 728], [540, 729], [539, 729], [538, 730], [537, 731], [536, 732], [535, 732], [534, 733], [533, 734], [532, 735], [531, 736], [530, 736], [529, 737], [528, 738], [527, 739], [526, 740], [525, 741], [524, 742], [523, 743], [522, 743], [521, 744], [520, 745], [519, 746], [518, 746], [517, 747], [516, 748], [515, 748], [514, 749], [513, 750], [512, 751], [511, 752], [510, 753], [511, 752], [512, 751], [513, 750], [514, 749], [515, 748], [516, 748], [517, 747], [518, 746], [519, 746], [520, 745], [521, 744], [522, 743], [523, 743], [524, 742], [525, 741], [526, 740], [527, 739], [528, 738], [529, 737], [530, 736], [531, 736], [532, 735], [533, 734], [534, 733], [535, 732], [536, 732], [537, 731], [538, 730], [539, 729], [540, 729], [541, 728], [542, 727], [543, 727], [544, 726], [545, 725], [546, 725], [547, 724], [548, 723], [549, 723], [550, 722], [551, 721], [552, 721], [553, 720], [554, 719], [555, 719], [556, 718], [557, 717], [558, 716], [559, 715], [560, 715], [561, 714], [562, 714], [563, 713], [564, 712], [565, 712], [566, 711], [567, 711], [568, 711], [569, 710], [570, 709], [571, 709], [572, 709], [573, 708], [574, 708], [575, 707], [576, 707], [577, 706], [578, 706], [579, 705], [580, 705], [581, 704], [582, 704], [583, 703], [584, 702], [585, 702], [586, 701], [587, 701], [588, 701], [589, 700], [590, 700], [591, 699], [592, 699], [593, 698], [594, 698], [595, 698], [596, 697], [597, 697], [598, 696], [599, 696], [600, 695], [601, 695], [602, 694], [603, 694], [604, 694], [605, 693], [606, 693], [607, 693], [608, 692], [609, 692], [610, 691], [611, 691], [612, 691], [613, 690], [614, 690], [615, 690], [616, 690], [617, 689], [618, 689], [619, 689], [620, 688], [621, 688], [622, 688], [623, 687], [624, 687], [625, 687], [626, 686], [627, 686], [628, 686], [629, 686], [630, 685], [631, 685], [632, 685], [633, 684], [634, 684], [635, 684], [636, 683], [637, 683], [638, 683], [639, 683], [640, 682], [641, 682], [642, 682], [643, 682], [644, 682], [645, 681], [646, 681], [647, 681], [648, 681], [649, 680], [650, 680], [651, 680], [652, 680], [651, 680], [650, 680]]"
22:15:06,86.08999999999997,-29.0,1.0,"[[648, 679], [647, 680], [646, 680], [645, 680], [644, 681], [643, 681], [642, 681], [641, 682], [640, 682], [639, 682], [638, 683], [637, 683], [636, 684], [635, 684], [634, 684], [633, 685], [632, 685], [631, 686], [630, 686], [629, 686], [628, 687], [627, 687], [626, 688], [625, 688], [624, 688], [623, 689], [622, 689], [621, 690], [620, 690], [619, 691], [618, 691], [617, 691], [616, 692], [615, 692], [614, 693], [613, 693], [612, 694], [611, 694], [610, 694], [609, 695], [608, 695], [607, 696], [606, 696], [605, 697], [604, 697], [603, 698], [602, 698], [601, 699], [600, 700], [599, 700], [598, 701], [597, 702], [596, 702], [595, 703], [594, 704], [593, 704], [592, 705], [591, 706], [590, 706], [589, 706], [588, 707], [587, 708], [586, 708], [585, 709], [584, 709], [583, 710], [582, 710], [581, 711], [580, 712], [579, 713], [578, 713], [577, 714], [576, 715], [575, 716], [574, 717], [573, 718], [572, 718], [571, 719], [570, 720], [569, 721], [568, 722], [567, 723], [566, 724], [565, 725], [564, 725], [563, 726], [562, 727], [561, 728], [560, 729], [559, 730], [558, 731], [557, 732], [556, 733], [555, 734], [554, 735], [553, 736], [552, 736], [551, 737], [551, 738], [550, 739], [549, 740], [548, 741], [547, 742], [546, 743], [546, 744], [545, 745], [544, 746], [543, 747], [542, 748], [541, 749], [540, 750], [539, 751], [538, 752], [537, 753], [536, 754], [536, 755], [535, 756], [534, 757], [533, 758], [532, 759], [532, 760], [531, 761], [530, 762], [530, 763], [529, 764], [528, 765], [528, 766], [527, 767], [527, 768], [526, 769], [525, 770], [526, 769], [527, 768], [527, 767], [528, 766], [528, 765], [529, 764], [530, 763], [530, 762], [531, 761], [532, 760], [532, 759], [533, 758], [534, 757], [535, 756], [536, 755], [536, 754], [537, 753], [538, 752], [539, 751], [540, 750], [541, 749], [542, 748], [543, 747], [544, 746], [545, 745], [546, 744], [546, 743], [547, 742], [548, 741], [549, 740], [550, 739], [551, 738], [551, 737], [552, 736], [553, 736], [554, 735], [555, 734], [556, 733], [557, 732], [558, 731], [559, 730], [560, 729], [561, 728], [562, 727], [563, 726], [564, 725], [565, 725], [566, 724], [567, 723], [568, 722], [569, 721], [570, 720], [571, 719], [572, 718], [573, 718], [574, 717], [575, 716], [576, 715], [577, 714], [578, 713], [579, 713], [580, 712], [581, 711], [582, 710], [583, 710], [584, 709], [585, 709], [586, 708], [587, 708], [588, 707], [589, 706], [590, 706], [591, 706], [592, 705], [593, 704], [594, 704], [595, 703], [596, 702], [597, 702], [598, 701], [599, 700], [600, 700], [601, 699], [602, 698], [603, 698], [604, 697], [605, 697], [606, 696], [607, 696], [608, 695], [609, 695], [610, 694], [611, 694], [612, 694], [613, 693], [614, 693], [615, 692], [616, 692], [617, 691], [618, 691], [619, 691], [620, 690], [621, 690], [622, 689], [623, 689], [624, 688], [625, 688], [626, 688], [627, 687], [628, 687], [629, 686], [630, 686], [631, 686], [632, 685], [633, 685], [634, 684], [635, 684], [636, 684], [637, 683], [638, 683], [639, 682], [640, 682], [641, 682], [642, 681], [643, 681], [644, 681], [645, 680], [646, 680], [647, 680], [648, 679], [649, 679], [650, 679], [651, 679], [652, 679], [653, 679], [652, 679], [651, 679], [650, 679], [649, 679]]"
