error,dist
3.2638243602336,1.0116323442832382
1.663602860933642,1.0116323442832382
2.9364794974838433,1.110585432678754
4.161329579087193,1.0116323442832382
5.084025155604551,1.2097107121756663
1.4645668227705082,1.0116323442832382
0.07207826011956416,1.0116323442832382
1.9456087346515298,1.110585432678754
4.040588616393838,1.110585432678754
6.265125915127914,1.0116323442832382
1.55557771404507,1.0116323442832382
1.4130941767459257,1.110585432678754
2.330665674165999,1.0116323442832382
1.4312497313391095,1.0116323442832382
1.55557771404507,1.0116323442832382
1.55557771404507,1.0116323442832382
1.1109225485811238,1.0116323442832382
1.4430950424386189,1.0116323442832382
7.250528478459898,1.0116323442832382
2.0448077169023136,1.0116323442832382
2.2634955696517753,1.0116323442832382
1.4830173815562275,1.0116323442832382
2.292978233704231,1.0116323442832382
2.223379781637845,1.0116323442832382
1.3045427339338942,1.0116323442832382
3.0496324529389707,1.0116323442832382
6.042919094824692,1.0116323442832382
1.9104784041222678,0.9129074418131287
1.4499156797141277,1.0116323442832382
1.3375524087758197,1.0116323442832382
1.3045427339338942,1.0116323442832382
6.262484992269525,1.0116323442832382
1.4853266519289912,1.0116323442832382
1.4853266519289912,1.0116323442832382
2.0569764040352823,1.0116323442832382
7.080958515495951,0.9129074418131287
12.662018627527745,1.110585432678754
5.838426960880971,1.0116323442832382
3.1155066993920397,0.9129074418131287
1.5975912879370986,1.0116323442832382
2.3679934887032226,0.9129074418131287
1.1112449124593118,1.0116323442832382
1.1411787825436,1.0116323442832382
1.1411787825436,1.0116323442832382
3.25788112961028,0.9129074418131287
2.337473101289503,1.0116323442832382
1.555997834213562,1.0116323442832382
1.1411787825436,1.0116323442832382
1.59163372761301,0.9129074418131287
2.3679934887032226,0.9129074418131287
2.3679934887032226,0.9129074418131287
1.1411787825436,1.0116323442832382
3.257808326178281,0.9129074418131287
1.5559978013899205,0.9129074418131287
1.133033004922109,1.0116323442832382
2.337473101289503,1.0116323442832382
2.337473101289503,1.0116323442832382
1.5211086864893177,1.0116323442832382
2.337473101289503,1.0116323442832382
1.555997834213562,1.0116323442832382
1.5619394286319084,1.0116323442832382
3.2853701720128057,0.9129074418131287
3.5632175524836764,1.0116323442832382
3.2115061464044143,0.9129074418131287
1.5187449571412381,0.9129074418131287
5.874851493974184,0.9129074418131287
2.0964216539284117,0.9129074418131287
2.203129270301767,1.0116323442832382
4.022230895705883,0.9129074418131287
3.4525359106049116,0.9129074418131287
1.3699125087008535,0.9129074418131287
2.1113795303037737,0.9129074418131287
2.7445885512113257,0.9129074418131287
1.0228555424371433,0.9129074418131287
1.4038185770485603,0.9129074418131287
1.4038185770485603,0.9129074418131287
0.9640405154793787,0.8144937048446896
1.3647212148216166,0.8144937048446896
1.3647212148216166,0.8144937048446896
1.3647212148216166,0.8144937048446896
1.3647212148216166,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.3647212148216166,0.8144937048446896
1.3647212148216166,0.8144937048446896
1.3647212148216166,0.8144937048446896
1.3647212148216166,0.8144937048446896
1.3647212148216166,0.8144937048446896
1.0016193009077268,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.3282631419625341,0.8144937048446896
2.09942570712521,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.2921974812638841,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.3282631419625341,0.8144937048446896
2.09942570712521,0.8144937048446896
1.3282631419625341,0.8144937048446896
1.0016193009077268,0.8144937048446896
0.9656009860975722,0.9129074418131287
1.267703671212665,0.9129074418131287
1.261148512986724,0.8144937048446896
1.2921974812638841,0.8144937048446896
1.2921974812638841,0.8144937048446896
3.0005042805324793,0.8144937048446896
0.98301589519593,0.8144937048446896
1.2527558179817007,0.8144937048446896
10.779923119060951,1.0116323442832382
4.501601141929922,1.010198000393982
1.3444157871650189,1.010198000393982
4.130377993576883,1.010198000393982
6.371406003975779,0.8127115079975357
4.517410957548832,0.8127115079975357
