,time stamp,LU1 x,LU1 y,LU1 th,LU2 x,LU2 y,LU2 th
0,22:02:32,135,120,92.698616,137,357,90.26186
1,22:02:32,135,120,89.17315,137,356,89.6114
2,22:02:32,137,120,91.86619,137,356,89.60769
3,22:02:32,137,120,85.21537,137,356,89.60769
4,22:02:32,137,120,94.059845,137,356,89.6114
5,22:02:32,137,119,90.71036,137,356,89.60769
6,22:02:32,138,120,93.485344,137,356,89.456375
7,22:02:32,137,119,90.82134,137,356,89.60769
8,22:02:32,138,120,94.046486,136,357,80.69083
9,22:02:32,138,120,94.046486,136,358,75.22299
10,22:02:32,139,120,89.04871,136,357,74.57935
11,22:02:32,139,120,92.54018,137,356,89.60769
12,22:02:32,140,120,94.44261,136,357,80.69083
13,22:02:32,141,120,94.58699,136,357,73.47373
14,22:02:32,141,120,94.142494,137,356,89.69969
15,22:02:32,142,120,92.66154,137,356,90.369606
16,22:02:32,143,120,94.644035,0,0,0.0
17,22:02:32,144,120,92.65321,0,0,0.0
18,22:02:33,144,119,96.704475,139,355,92.073
19,22:02:33,145,119,95.259636,137,356,91.464294
20,22:02:33,146,120,93.74193,137,356,75.951515
21,22:02:33,147,120,95.25957,137,355,92.34162
22,22:02:33,147,119,95.68118,138,356,90.42968
23,22:02:33,148,119,94.587105,0,0,0.0
24,22:02:33,149,119,95.87665,138,355,91.171906
25,22:02:33,151,119,92.96687,138,355,77.988
26,22:02:33,152,118,94.48842,138,355,92.43688
27,22:02:33,152,119,92.55591,138,355,77.988
28,22:02:33,152,119,96.30541,137,356,78.81155
29,22:02:33,153,119,96.08482,138,355,77.988
30,22:02:33,154,119,96.2156,137,357,76.509766
31,22:02:33,154,119,94.56239,139,355,93.606125
32,22:02:33,156,119,95.279495,139,355,93.606125
33,22:02:33,157,120,96.9159,139,355,85.47434
34,22:02:33,157,119,96.804756,139,355,80.531425
35,22:02:33,158,120,96.92197,140,353,93.8584
36,22:02:33,159,120,97.80716,139,355,77.285164
37,22:02:33,160,119,93.96728,139,355,77.285164
38,22:02:33,161,119,96.676445,139,355,95.06453
39,22:02:34,162,119,98.63923,139,355,82.30642
40,22:02:34,163,120,97.47576,140,355,94.000626
41,22:02:34,164,119,98.956505,140,355,79.41371
42,22:02:34,164,120,97.47308,140,355,94.000626
43,22:02:34,165,119,99.38934,140,354,94.72718
44,22:02:34,167,119,97.01177,138,356,81.460884
45,22:02:34,167,119,99.70035,140,354,96.32081
46,22:02:34,168,119,100.46135,140,354,95.6314
47,22:02:34,169,120,100.64054,140,354,81.22693
48,22:02:34,170,120,101.64178,0,0,0.0
49,22:02:34,170,119,99.58219,140,354,81.22693
50,22:02:34,171,119,99.23956,139,355,82.27708
51,22:02:34,172,120,98.54237,140,354,79.19027
52,22:02:34,173,120,100.88329,141,354,98.14342
53,22:02:34,175,119,98.49457,141,353,97.22176
54,22:02:34,176,119,99.10908,141,353,97.22176
55,22:02:34,176,120,101.29051,141,353,96.10348
56,22:02:34,176,119,102.137634,0,0,0.0
57,22:02:34,177,119,98.39275,141,353,96.10348
