,time stamp,LU1 x,LU1 y,LU1 th,LU2 x,LU2 y,LU2 th
0,22:18:31,118,36,92.26962,0,0,0.0
1,22:18:31,119,36,96.44642,0,0,0.0
2,22:18:31,120,36,92.45171,0,0,0.0
3,22:18:31,124,36,94.32016,122,273,89.91805
4,22:18:31,125,36,95.5019,0,0,0.0
5,22:18:31,128,36,96.202736,0,0,0.0
6,22:18:31,132,35,98.51784,0,0,0.0
7,22:18:31,133,35,99.92596,0,0,0.0
8,22:18:31,136,36,96.202095,123,272,91.75652
9,22:18:31,137,37,97.370384,0,0,0.0
10,22:18:31,142,36,101.650986,122,272,93.55593
11,22:18:31,144,36,99.11509,123,272,94.40921
12,22:18:32,147,35,99.24531,123,272,94.452225
13,22:18:32,150,35,102.63445,123,271,94.33977
14,22:18:32,151,36,103.07545,123,271,94.33977
15,22:18:32,154,35,102.98935,0,0,0.0
16,22:18:32,155,35,101.699196,0,0,0.0
17,22:18:32,158,36,106.13363,0,0,0.0
18,22:18:32,163,37,105.05234,0,0,0.0
19,22:18:32,165,36,105.76677,0,0,0.0
20,22:18:32,167,36,105.996376,0,0,0.0
21,22:18:32,170,37,106.874344,123,269,86.74521
22,22:18:32,171,37,110.68829,0,0,0.0
23,22:18:32,173,37,108.69324,123,269,99.08647
24,22:18:32,176,38,109.438644,123,269,99.08647
25,22:18:32,178,38,108.77252,123,269,99.28622
26,22:18:32,179,38,109.74158,123,269,100.21912
27,22:18:32,182,39,110.72217,0,0,0.0
28,22:18:32,183,40,110.52687,124,268,102.73274
29,22:18:32,187,40,114.0377,0,0,0.0
30,22:18:32,188,40,112.79792,0,0,0.0
31,22:18:33,191,41,114.00828,123,268,88.36847
32,22:18:33,195,41,116.06794,0,0,0.0
33,22:18:33,198,42,116.0691,0,0,0.0
34,22:18:33,198,43,117.94857,0,0,0.0
35,22:18:33,199,43,116.92567,0,0,0.0
36,22:18:33,202,44,117.74865,0,0,0.0
37,22:18:33,204,44,118.049904,125,268,103.83649
38,22:18:33,206,45,119.71051,0,0,0.0
