x_model,y_model,angle_model,k1_model,k2_model,v1,v2,u0,v0,r0,x,y,angle,k1,k2,s1,s2,time
0.29442358066553836,0.168533140879306,-0.3626427070847464,-10.25,19.0,0.00841201124830779,0.054219985061500206,0.0,0.0,0.0,0.28,0.12,-0.4000000059604645,-9.0,14.0,1,0,15:29:29
0.28263440862412,0.12770748965690196,-0.1746417795822384,0.2500000000000018,14.0,0.006150370787485676,0.04454476062390732,0.0,0.0,0.0,0.28,0.12,-0.4000000059604645,-5.0,14.0,1,0,15:29:29
0.28153587119646273,0.12686156303628335,-0.06952964923310265,3.25,18.0,0.006136713867127936,0.03815206101874783,0.0,0.0,0.0,0.28,0.12,-0.36000001430511475,-4.0,18.0,1,0,15:29:30
0.28216550720486033,0.12730853651915147,-0.11458773650826545,3.9999999999999982,19.0,0.005082448133068185,0.04128182181408142,0.0,0.0,0.0,0.28,0.12,-0.33000001311302185,-4.0,14.0,1,0,15:29:30
0.28257515086653295,0.12756605698701065,-0.14462574061826788,4.0,20.0,0.004640590785565781,0.04328389429205581,0.0,0.0,0.0,0.28,0.12,-0.3100000023841858,-0.0,19.0,1,0,15:29:30
0.2813707174827777,0.12630598175606997,-0.01699980718811453,9.250000000000002,13.0,0.003444212067246615,0.03488357130823652,0.0,0.0,0.0,0.28,0.12,-0.3100000023841858,-0.0,19.0,1,0,15:29:30
0.2813707174827777,0.12630598175606997,-0.01699980718811453,9.250000000000002,16.0,0.003444212067246615,0.03488357130823652,0.0,0.0,0.0,0.28,0.12,-0.1899999976158142,3.0,14.0,1,0,15:29:30
0.2813707174827777,0.12630598175606997,-0.01699980718811453,9.250000000000002,13.0,0.003444212067246615,0.03488357130823652,0.0,0.0,0.0,0.28,0.12,-0.1899999976158142,1.0,11.0,1,0,15:29:30
0.2824385885082623,0.12745942723538295,-0.1296109071420489,4.750000000000001,15.0,0.0044556094098962985,0.042422629881474466,0.0,0.0,0.0,0.28,0.12,-0.3400000035762787,-3.0,15.0,1,0,15:29:30
0.2822041596458126,0.12728197013372083,-0.10708643986681238,5.500000000000002,20.0,0.0043794971047631664,0.04105133574956691,0.0,0.0,0.0,0.28,0.12,-0.20000000298023224,1.0,17.0,1,0,15:29:30
0.28200848158470326,0.11714804456489858,-0.09197738795326971,5.5,19.0,0.004600124625212931,0.04006184845274454,0.0,0.0,0.0,0.28,0.11,-0.14000000059604645,3.0,15.0,1,0,15:29:30
0.28230581485277273,0.11735185942335308,-0.1145066855382324,5.500000000000001,15.0,0.004263126732754212,0.041573242556997896,0.0,0.0,0.0,0.27,0.11,-0.27000001072883606,1.0,18.0,1,0,15:29:30
0.2706427130873126,0.11533951536350766,0.06568465842036655,10.75,11.0,0.003708309340239608,0.0291812881387757,0.0,0.0,0.0,0.27,0.11,-0.07999999821186066,6.0,11.0,1,0,15:29:30
0.27120928211572554,0.11615377120167601,-0.001872836772391917,9.250000000000002,15.0,0.003662183163812588,0.033900979734062926,0.0,0.0,0.0,0.27,0.11,0.029999999329447746,10.0,9.0,1,0,15:29:30
0.27017367223674027,0.11427000290330508,0.14823736743216437,13.750000000000002,11.0,0.003051447612971594,0.023371036165756785,0.0,0.0,0.0,0.27,0.11,-0.15000000596046448,7.0,15.0,1,0,15:29:30
0.2709580118634824,0.11548171932176382,0.043145730892300976,13.000000000000002,14.0,0.002009195417057623,0.030371760344594344,0.0,0.0,0.0,0.26,0.11,-0.07000000029802322,9.0,15.0,1,0,15:29:30
0.26079021615348236,0.11520562783272785,0.06567593052994947,13.750000000000004,15.0,0.0018847215864599108,0.028794597289643398,0.0,0.0,0.0,0.26,0.11,-0.07999999821186066,8.0,15.0,1,0,15:29:31
0.2604837712885308,0.11479021876180012,0.1032068439341523,13.750000000000004,15.0,0.0024149245641445025,0.02632993275641395,0.0,0.0,0.0,0.26,0.11,-0.029999999329447746,11.0,18.0,1,0,15:29:31
0.26055007776915623,0.11473096538973915,0.10319700661180237,15.249999999999996,15.0,0.0015387207877280958,0.0261537495619802,0.0,0.0,0.0,0.26,0.1,0.15000000596046448,13.0,12.0,1,0,15:29:31
0.2603143195118324,0.10428507938220727,0.14080959909847873,15.999999999999998,15.0,0.0016247663847295838,0.02364280962091154,0.0,0.0,0.0,0.26,0.1,0.019999999552965164,14.0,16.0,1,0,15:29:31
0.2598568401335518,0.10269253965316903,0.26836127027865725,20.5,11.0,0.0008528060369189937,0.015033080224087001,0.0,0.0,0.0,0.26,0.1,0.07000000029802322,14.0,15.0,1,0,15:29:31
0.26009145061068834,0.10361405650192998,0.19333092081811742,18.25,14.0,0.0010780104400574418,0.020021764642736823,0.0,0.0,0.0,0.26,0.1,0.09000000357627869,16.0,15.0,1,0,15:29:31
0.260116993528228,0.10359322015023689,0.1933255839914444,19.0,16.0,0.0006683441760342267,0.019954371951075144,0.0,0.0,0.0,0.26,0.1,0.10999999940395355,16.0,14.0,1,0,15:29:31
0.2600429319465863,0.10342123050834155,0.2083355318963686,19.0,20.0,0.0008683553038779444,0.018990687334892325,0.0,0.0,0.0,0.26,0.1,0.10999999940395355,15.0,19.0,1,0,15:29:31
0.24999025077416576,0.10312567398039892,0.23083896285644612,20.5,15.0,0.00036104657020925987,0.01742684059010859,0.0,0.0,0.0,0.25,0.1,0.1599999964237213,20.0,15.0,1,0,15:29:31
0.2497588530208147,0.10206887853104558,0.32087325983893367,21.25,13.0,0.0011382688350371102,0.011639417974238805,0.0,0.0,0.0,0.25,0.1,0.14000000059604645,17.0,19.0,1,0,15:29:31
