,time stamp,LU1 x,LU1 y,LU1 th,LU2 x,LU2 y,LU2 th
0,22:21:21,115,40,95.6277,114,278,89.94012
1,22:21:21,116,40,94.355606,114,277,91.8626
2,22:21:21,118,40,95.801765,0,0,0.0
3,22:21:21,122,40,96.394844,0,0,0.0
4,22:21:21,124,40,96.41697,0,0,0.0
5,22:21:21,129,40,98.44608,0,0,0.0
6,22:21:21,134,39,99.2113,115,275,92.559525
7,22:21:21,136,39,101.04681,115,275,92.74277
8,22:21:21,138,39,101.0385,116,275,92.834984
9,22:21:22,142,40,100.75526,0,0,0.0
10,22:21:22,144,40,101.21578,116,275,93.72264
11,22:21:22,148,40,102.84241,117,275,94.4454
12,22:21:22,150,40,104.98434,0,0,0.0
13,22:21:22,155,41,105.57681,0,0,0.0
14,22:21:22,157,41,107.15185,0,0,0.0
15,22:21:22,162,42,108.90678,0,0,0.0
16,22:21:22,164,42,109.93545,117,274,99.0542
17,22:21:22,170,43,109.30482,117,274,99.0542
18,22:21:22,171,44,112.18986,0,0,0.0
19,22:21:22,175,44,111.7567,117,274,100.20334
20,22:21:22,177,44,112.86931,117,274,100.20334
21,22:21:22,180,45,113.85574,117,273,99.11113
22,22:21:22,183,46,112.85896,117,274,101.02804
23,22:21:22,188,47,115.68241,117,273,89.23301
24,22:21:22,190,48,114.47641,117,273,89.23301
25,22:21:22,195,48,121.178154,0,0,0.0
26,22:21:22,197,49,118.01464,117,273,92.14342
27,22:21:22,201,50,118.092476,117,272,105.84237
28,22:21:22,203,51,121.31923,117,272,105.65961
29,22:21:23,206,52,121.10057,0,0,0.0
30,22:21:23,210,53,118.29251,117,272,105.74926
31,22:21:23,213,55,125.83157,117,272,107.260414
32,22:21:23,215,56,124.99769,117,272,107.53638
33,22:21:23,220,58,123.77516,117,272,106.692825
34,22:21:23,222,59,125.44195,118,272,107.432465
35,22:21:23,223,60,130.24812,118,272,107.432465
36,22:21:23,228,62,126.094246,118,271,108.67013
37,22:21:23,232,64,130.35973,117,271,97.875534
38,22:21:23,234,64,129.95695,117,271,105.04303
39,22:21:23,234,65,131.72585,117,271,105.04303
40,22:21:23,238,68,134.25822,117,271,101.38194
41,22:21:23,240,69,137.14116,117,270,111.818054
42,22:21:23,247,71,135.80287,117,271,113.20664
43,22:21:23,247,72,138.44838,117,270,99.95158
44,22:21:23,250,74,140.95807,116,270,114.943146
45,22:21:23,252,75,139.0442,116,270,120.97052
46,22:21:23,256,78,139.81773,115,270,103.36532
47,22:21:23,257,80,140.43431,115,270,116.95635
48,22:21:23,259,82,144.8388,115,270,106.54025
49,22:21:24,262,84,143.71309,116,270,116.1404
50,22:21:24,264,87,149.42392,116,270,117.540054
51,22:21:24,265,89,148.86287,116,270,117.540054
52,22:21:24,268,91,150.38763,116,270,105.058105
53,22:21:24,269,93,151.4641,116,270,107.914894
54,22:21:24,271,94,152.68565,116,270,107.914894
55,22:21:24,275,97,151.86627,116,271,105.97571
56,22:21:24,277,100,153.66672,0,0,0.0
57,22:21:24,278,101,154.55162,117,272,122.035645
58,22:21:24,281,105,155.10927,117,273,121.05771
59,22:21:24,283,107,155.49,0,0,0.0
60,22:21:24,286,109,159.12154,0,0,0.0
61,22:21:24,287,111,158.65457,0,0,0.0
62,22:21:24,289,115,161.33797,0,0,0.0
63,22:21:24,287,114,156.08536,0,0,0.0
64,22:21:24,292,120,162.75584,0,0,0.0
65,22:21:24,293,121,163.20442,118,275,123.64923
66,22:21:24,297,126,164.97133,118,276,110.50619
67,22:21:24,299,130,165.91759,118,276,124.87462
68,22:21:24,298,131,168.96118,118,277,125.04923
69,22:21:25,296,131,166.46855,118,277,124.92869
70,22:21:25,302,136,169.72667,118,278,125.603615
71,22:21:25,302,138,171.97696,118,278,126.307686
72,22:21:25,304,142,172.77824,117,279,128.61026
73,22:21:25,305,143,173.5658,117,279,128.61026
74,22:21:25,306,146,174.45203,117,279,128.09451
75,22:21:25,307,149,174.62047,117,279,114.97938
76,22:21:25,309,153,176.48291,117,280,129.85446
77,22:21:25,309,155,175.63266,0,0,0.0
78,22:21:25,312,158,180.05266,117,281,129.1789
79,22:21:25,312,160,-180.04875,0,0,0.0
80,22:21:25,313,163,-178.06604,0,0,0.0
81,22:21:25,314,165,-177.35934,0,0,0.0
82,22:21:25,314,169,-174.78119,0,0,0.0
83,22:21:25,315,172,-174.58247,116,283,130.727
84,22:21:25,315,176,-172.88704,116,284,133.14867
85,22:21:25,316,178,-170.93259,0,0,0.0
86,22:21:25,316,180,-169.99916,0,0,0.0
87,22:21:25,316,183,-168.1078,0,0,0.0
88,22:21:25,316,188,-166.83655,0,0,0.0
89,22:21:26,317,190,-166.13751,0,0,0.0
90,22:21:26,317,192,-165.799,0,0,0.0
91,22:21:26,317,195,-163.00287,115,286,119.33384
92,22:21:26,317,197,-162.48372,115,286,135.2381
93,22:21:26,318,201,-161.85023,115,286,137.66312
94,22:21:26,318,204,-160.33957,114,286,138.84645
95,22:21:26,319,208,-157.87675,114,287,137.92761
96,22:21:26,319,210,-156.74818,114,287,137.92761
97,22:21:26,319,213,-154.83495,114,287,126.37693
98,22:21:26,318,215,-155.09444,114,287,126.37693
99,22:21:26,318,219,-152.08316,113,288,140.46848
100,22:21:26,318,221,-151.1034,113,288,139.92044
101,22:21:26,317,225,-148.39992,113,288,140.28528
102,22:21:26,317,227,-147.86,113,288,140.28528
103,22:21:26,316,231,-145.70625,113,287,139.80232
104,22:21:26,315,233,-143.85168,113,288,140.5991
105,22:21:26,314,236,-141.6086,113,288,140.5991
106,22:21:26,314,239,-143.0211,112,288,129.24834
107,22:21:26,313,242,-139.1559,112,288,142.149
108,22:21:26,313,244,-140.42174,112,288,141.65643
