x_model,y_model,angle_model,k1_model,k2_model,v1,v2,u0,v0,r0,x,y,angle,k1,k2,s1,s2,time
0.29501603488640554,0.2112843149753798,-0.24766930900431017,-14.250000000000002,12.0,0.007458834648675198,0.07071722595921619,0.0,0.0,0.0,0.29,0.2,-0.6200000047683716,-27.0,16.0,1,0,14:04:33
0.2950773007914802,0.21132744624664698,-0.24017429947665198,-12.750000000000004,16.0,0.006946744996160952,0.07072193392658348,0.0,0.0,0.0,0.29,0.2,-0.6000000238418579,-27.0,15.0,1,0,14:04:33
0.2947440388509758,0.21128307701312907,-0.21766301317988007,-12.0,11.0,0.006913114244306762,0.06955811145963428,0.0,0.0,0.0,0.29,0.19,-0.5899999737739563,-26.0,13.0,1,0,14:04:33
0.29413346268781737,0.20116030040370822,-0.18006336439867981,-11.25,12.0,0.007060879453716289,0.0674651622845777,0.0,0.0,0.0,0.29,0.19,-0.49000000953674316,-24.0,11.0,1,0,14:04:33
0.2908435547093219,0.19962131765645102,0.06758202521277296,-4.500000000000002,15.0,0.00731167851538859,0.05360700443144421,0.0,0.0,0.0,0.29,0.2,-0.25999999046325684,-17.0,14.0,1,0,14:04:33
0.2905561607763019,0.2093575060269775,0.10501102872360724,-2.25,13.0,0.006782670234775476,0.051691570222904916,0.0,0.0,0.0,0.29,0.2,-0.10000000149011612,-12.0,13.0,1,0,14:04:34
0.2897789728167468,0.20858100669571877,0.18005512448652045,-0.7500000000000071,13.0,0.007105338070228801,0.047135755998785334,0.0,0.0,0.0,0.29,0.2,0.05000000074505806,-8.0,16.0,1,0,14:04:34
0.28942572490542434,0.2081148972779468,0.22507925651973582,0.7500000000000036,13.0,0.007012660986886177,0.044489618880171375,0.0,0.0,0.0,0.29,0.2,0.019999999552965164,-8.0,13.0,1,0,14:04:34
0.28930904261373785,0.20786847075264814,0.2550918170496738,3.0,14.0,0.006319704978240583,0.04294105168667272,0.0,0.0,0.0,0.29,0.2,0.07999999821186066,-6.0,17.0,1,0,14:04:34
0.2889112818906855,0.20721371579451903,0.3076232529928504,3.75,13.0,0.006701747148047488,0.03958482134778378,0.0,0.0,0.0,0.29,0.2,0.1599999964237213,-4.0,12.0,1,0,14:04:34
0.288686275558848,0.20668525526655018,0.3526478413869783,5.25,13.0,0.0065910823910804595,0.036828912853735775,0.0,0.0,0.0,0.29,0.2,0.1899999976158142,-1.0,13.0,1,0,14:04:34
0.2884352555786722,0.20592812453910553,0.41268142134239394,6.750000000000003,14.0,0.006701756493845171,0.033021441900687246,0.0,0.0,0.0,0.29,0.2,0.38999998569488525,2.0,11.0,1,0,14:04:34
0.2883446312780203,0.20531494269089443,0.4577060692148791,8.250000000000002,17.0,0.006473177377502048,0.029981710658669565,0.0,0.0,0.0,0.29,0.2,0.3199999928474426,3.0,14.0,1,0,14:04:34
0.2883706197215753,0.20519511561813294,0.46520971854388016,9.0,18.0,0.0060802891873370036,0.02937730297429767,0.0,0.0,0.0,0.28,0.2,0.3499999940395355,5.0,14.0,1,0,14:04:34
0.27844838264254307,0.20484039530028725,0.48769206217276373,11.25,14.0,0.004939463401197847,0.027580336924312936,0.0,0.0,0.0,0.28,0.2,0.5199999809265137,8.0,11.0,1,0,14:04:34
0.27848619700735205,0.20348916405482403,0.5852300619524801,14.250000000000002,12.0,0.0044549640415279665,0.020799987971854624,0.0,0.0,0.0,0.28,0.2,0.44999998807907104,6.0,15.0,1,0,14:04:34
0.2785372847415711,0.20281407917872846,0.637747753236516,14.250000000000002,11.0,0.005198337255479891,0.017344395165904716,0.0,0.0,0.0,0.28,0.2,0.5600000023841858,10.0,13.0,1,0,14:04:34
0.27841471811612206,0.20370126124129206,0.5702246689026692,12.750000000000004,17.0,0.005179714964110098,0.021932376820189323,0.0,0.0,0.0,0.28,0.2,0.49000000953674316,8.0,14.0,1,0,14:04:34
0.2784196594258692,0.20340381514433525,0.5927327039502818,12.750000000000004,16.0,0.0055037069421747355,0.020441633970331767,0.0,0.0,0.0,0.28,0.2,0.49000000953674316,7.0,16.0,1,0,14:04:34
0.2784585870887412,0.20329996717661164,0.6002353209098394,13.500000000000002,13.0,0.005135725001687342,0.019878602810852273,0.0,0.0,0.0,0.28,0.2,0.5199999809265137,10.0,14.0,1,0,14:04:35
0.27872143949889716,0.2022498268641547,0.6827611149706202,16.5,14.0,0.004445939739157223,0.014239570839686735,0.0,0.0,0.0,0.28,0.2,0.6399999856948853,13.0,12.0,1,0,14:04:35
0.2788608987127817,0.201891694859324,0.7127690420510384,18.0,13.0,0.003963554107821166,0.012202802735601906,0.0,0.0,0.0,0.28,0.2,0.6100000143051147,12.0,13.0,1,0,14:04:35
0.27872143949889716,0.2022498268641547,0.6827611149706202,16.5,12.0,0.004445939739157223,0.014239570839686735,0.0,0.0,0.0,0.28,0.2,0.6100000143051147,12.0,13.0,1,0,14:04:35
0.27872143949889716,0.2022498268641547,0.6827611149706202,16.5,15.0,0.004445939739157223,0.014239570839686735,0.0,0.0,0.0,0.28,0.2,0.6100000143051147,13.0,13.0,1,0,14:04:35
0.2785951096966069,0.20280556834784297,0.6377475711397063,15.749999999999996,14.0,0.0042751401142754756,0.017229574135436385,0.0,0.0,0.0,0.28,0.2,0.550000011920929,11.0,17.0,1,0,14:04:35
0.2790129743782137,0.2014677741302829,0.7502787711732818,18.0,13.0,0.004472712146352869,0.009774592996678728,0.0,0.0,0.0,0.28,0.2,0.699999988079071,14.0,11.0,1,0,14:04:35
